"No.","Corpus","Date","Genre","Bibl","URL","ContextBefore","Hit","ContextAfter"
"585","wikipedia","2024-05-20","Wissenschaft","Breuninger. In: Wikipedia: Die freie Enzyklopädie. 20.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245141228","Dafür wurde ein eigenentwickelter Online-Shop","programmiert",", der das bestehende System ablösen soll ."
"586","wikipedia","2024-05-20","Wissenschaft","Arduino (Plattform). In: Wikipedia: Die freie Enzyklopädie. 20.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245144677","Konzeptionell werden alle Boards über eine serielle Schnittstelle","programmiert",", wenn Reset aktiviert ist ."
"587","wikipedia","2024-05-20","Wissenschaft","Arduino (Plattform). In: Wikipedia: Die freie Enzyklopädie. 20.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245144677","Über Erweiterungen können neben den oben genannten AVR-Boards auch etliche andere Mikrocontroller , etwa der ESP8266 , ESP32 , STM32 oder MSP430 über die Arduino-IDE","programmiert","werden ."
"588","wikipedia","2024-05-20","Wissenschaft","KZ Manager. In: Wikipedia: Die freie Enzyklopädie. 20.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245145777","Die Urversion des Spiels wurde in den 1980er-Jahren für den Commodore 64","programmiert",", im Juli 1989 durch die Bundesprüfstelle für jugendgefährdende Medien ( BPjM ) indiziert und im November 1990 bundesweit eingezogen ."
"589","wikipedia","2024-05-20","Wissenschaft","Suspended. In: Wikipedia: Die freie Enzyklopädie. 20.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245138408","Dave Lebling hatte für Zork II einen Roboter","programmiert",", dem man einfache Anweisungen geben konnte , und Marc Blank hatte in Deadline mit einer dynamischen Spielwelt experimentiert ."
"590","wikipedia","2024-05-20","Wissenschaft","Brian Moriarty. In: Wikipedia: Die freie Enzyklopädie. 20.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245152484","Computergegnern deutlich fortschrittlicher wirke , als sie eigentlich","programmiert","wurde , wenn die NPCs bzw ."
"591","wikipedia","2024-05-20","Wissenschaft","Gamma Force in Pit of a Thousand Screams. In: Wikipedia: Die freie Enzyklopädie. 20.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245152342","Tom Snyder Productions hatte dafür eine Spiel-Engine entwickelt , die von Omar Khudari","programmiert","worden war , der die Firma bereits 1987 verlassen und die Papyrus Design Group gegründet hatte , die zu einem erfolgreichen Entwickler von Autorennspielen ( zum Beispiel Grand Prix Legends ) wurde ."
"592","wikipedia","2024-05-19","Wissenschaft","Fear Factory. In: Wikipedia: Die freie Enzyklopädie. 19.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245118721","Anfang Juni 2012 erschien das neunte Studioalbum The Industrialist , auf dem das Schlagzeug nicht eingespielt , sondern von Dino Cazares und John Sankey","programmiert","wurde ."
"593","wikipedia","2024-05-19","Wissenschaft","Audi A2. In: Wikipedia: Die freie Enzyklopädie. 19.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245097469","Das Steuergerät ist auf möglichst frühes Schalten","programmiert","."
"594","wikipedia","2024-05-19","Wissenschaft","Gebrüder Faller. In: Wikipedia: Die freie Enzyklopädie. 19.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245119814","Die Besonderheit bestand darin , dass durch einfach in die Schienenteile integrierbare Bedienelemente die Fahrstrecke der Züge vor Fahrtbeginn","programmiert","und während der Fahrt an den festgelegten Stellen gesteuert werden konnte ."
"595","wikipedia","2024-05-19","Wissenschaft","Star Wars: X-Wing. In: Wikipedia: Die freie Enzyklopädie. 19.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245105955","Holland hatte zuvor mit seinem Team mehrere Flugsimulationen","programmiert",", die im Zweiten Weltkrieg angesiedelt waren , darunter das erfolgreiche Secret Weapons of the Luftwaffe ."
"596","wikipedia","2024-05-19","Wissenschaft","Star Wars: X-Wing. In: Wikipedia: Die freie Enzyklopädie. 19.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245105955","X-Wing erschien ursprünglich am 15. Februar 1993 auf fünf 3½""-Disketten ,","programmiert","für PCs mit MS-DOS ."
"597","wikipedia","2024-05-19","Wissenschaft","Star Wars: X-Wing. In: Wikipedia: Die freie Enzyklopädie. 19.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245105955","Die auch „ X-Wing 95 “ genannte Bearbeitung war für Windows 9x /Me","programmiert","und erhielt die aus X-Wing vs ."
"598","wikipedia","2024-05-19","Wissenschaft","Epcard. In: Wikipedia: Die freie Enzyklopädie. 19.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245118582","EPCARD . NET wurde neu","programmiert","und kann unter Benutzung von der .Net-Framework- oder der Mono-Common Language Runtime unter vielen modernen Betriebssystemen verwendet werden ."
"599","wikipedia","2024-05-19","Wissenschaft","Suga Mama. In: Wikipedia: Die freie Enzyklopädie. 19.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245095556","Während der Proben stellten sich keine Probleme dar , aber der Bulle wurde später so","programmiert",", dass er sich schneller bewegte , als eigentlich gewollt war , dadurch stürzte Beyoncé , als sie versuchte auf dem Bullen zu tanzen ."
"600","wikipedia","2024-05-19","Wissenschaft","Westworld (Fernsehserie). In: Wikipedia: Die freie Enzyklopädie. 19.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245119222","Jeder Themenpark ist mit Hosts ausgestattet : Androiden , die von Menschen nicht zu unterscheiden und darauf","programmiert","sind , den Gästen jeden Wunsch zu erfüllen ."
"601","wikipedia","2024-05-19","Wissenschaft","Quantenträume. In: Wikipedia: Die freie Enzyklopädie. 19.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245120327","Der Roboter entdeckt jedoch deren Benutzung für einen verheerenden Krieg ,","programmiert","diese daraufhin zur Rettung von Menschenleben um und begeht Suizid ."
"602","wikivoyage","2024-05-19","Gebrauchsliteratur","Afghanistan. In: Wikivoyage. 19.05.2024.","https://de.wikivoyage.org/w/index.php?oldid=1618008","Aufgrund des Drogenschmuggels sind die Grenzkontrollen jedoch sehr ausführlich , Verzögerungen sind","vorprogrammiert","."
"603","wikipedia","2024-05-18","Wissenschaft","Duke Nukem (Computerspiel). In: Wikipedia: Die freie Enzyklopädie. 18.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245078124","Das Spiel wurde von Todd Replogle , Allen Blum , George Broussard und Scott Miller","programmiert","."
"604","wikipedia","2024-05-18","Wissenschaft","Ober Ost. In: Wikipedia: Die freie Enzyklopädie. 18.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245075860","Am Ende waren die Ambitionen der Verkehrspolitik so illusionär , dass ein Scheitern","vorprogrammiert","war ."
"605","wikipedia","2024-05-18","Wissenschaft","Intel i960. In: Wikipedia: Die freie Enzyklopädie. 18.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245077613","Im Jahr 1984 starteten Intel und Siemens ein gemeinsames Projekt namens BiiN , um ein fehlertolerantes objektorientiertes High-End-Computersystem , das vollständig in Ada","programmiert","werden sollte , zu entwickeln ."
"606","wikipedia","2024-05-18","Wissenschaft","Street Fighter IV. In: Wikipedia: Die freie Enzyklopädie. 18.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245073052","Das Spiel ist dennoch in 3D","programmiert",", was sich in den Hintergrundgrafiken sowie den Animationen bestimmter Spezialattacken , bei denen wechselnde Kameraperspektiven eingesetzt werden , zeigt ."
"607","wikipedia","2024-05-18","Wissenschaft","CMS Made Simple. In: Wikipedia: Die freie Enzyklopädie. 18.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245078938","Es ist in der serverseitigen Skriptsprache PHP","programmiert","und verwendet MySQL als Datenbank , die über den Datenbank-Layer ADOdb Lite eingebunden wird ."
"608","wikipedia","2024-05-18","Wissenschaft","Phineas und Ferb. In: Wikipedia: Die freie Enzyklopädie. 18.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245089694","Norm ist anscheinend etwas dümmlich und war ursprünglich dazu","programmiert",", die Schnabeltiere auszurotten ."
"609","wikipedia","2024-05-18","Wissenschaft","Empire (Computerspiel). In: Wikipedia: Die freie Enzyklopädie. 18.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245079979","Empire ( englisch für Weltreich ; wegen Namensdopplungen auch Classic Empire genannt ) ist ein rundenbasiertes Strategiespiel für mehrere Spieler , das 1977 von Walter Bright auf einem PDP-10","programmiert","wurde ."
"610","wikipedia","2024-05-18","Wissenschaft","Empire (Computerspiel). In: Wikipedia: Die freie Enzyklopädie. 18.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245079979","Das Spiel hatte sich Walter Bright bereits 1971 ausgedacht , aber erst 1977 auf einem PDP-10 an der kalifornischen Universität Caltech in Fortran","programmiert","."
"611","wikipedia","2024-05-18","Wissenschaft","BMW E46 (M3). In: Wikipedia: Die freie Enzyklopädie. 18.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245083619","So waren Antiblockiersystem ( ABS ) , Elektronisches Stabilitätsprogramm ( ESP , bei BMW DSC ) , eine Reifen-Pannen-Anzeige ( RPA ) und die Zentralverriegelung mit Wegfahrsperre ab Werk eingebaut oder","programmiert","."
"612","wikipedia","2024-05-17","Wissenschaft","Apache OpenOffice. In: Wikipedia: Die freie Enzyklopädie. 17.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245062329","1.x konnten nur selbst erstellte Leisten frei an- und abgedockt werden ) • deutliche Verkürzung der Startzeit Impress wurde von Grund auf neu","programmiert","und bietet jetzt unter anderem mehr Diashow-Übergänge und Animationseffekte ."
"613","wikipedia","2024-05-17","Wissenschaft","Apache OpenOffice. In: Wikipedia: Die freie Enzyklopädie. 17.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245062329","In dieser Version ist das Diagrammmodul Chart neu","programmiert","worden ."
"614","wikipedia","2024-05-17","Wissenschaft","Apache OpenOffice. In: Wikipedia: Die freie Enzyklopädie. 17.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245062329","Es kann in den Sprachen StarOffice Basic , C , C++ , Python und Java","programmiert","werden , in der Standardinstallation von Apache OpenOffice sind jedoch nur StarBasic und Python als portable Laufzeitumgebungen vorhanden ."
"615","wikipedia","2024-05-17","Wissenschaft","Höhere Programmiersprache. In: Wikipedia: Die freie Enzyklopädie. 17.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245068974","Die ersten Computer wurden mit Hilfe von Programmen in Maschinencode","programmiert","."
"616","wikipedia","2024-05-17","Wissenschaft","Höhere Programmiersprache. In: Wikipedia: Die freie Enzyklopädie. 17.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245068974","Diese Konstrukte konnten nun mit weniger Aufwand","programmiert","werden und drückten in lesbarer Form ihren Zweck aus ."
"617","wikipedia","2024-05-17","Wissenschaft","Marshall McLuhan. In: Wikipedia: Die freie Enzyklopädie. 17.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245052151","Das Medium des Satelliten umschließt McLuhan zufolge die Erde durch eine menschengeschaffene Umwelt , „ die die , Natur ‘ beendet und den Globus in ein Repertoiretheater verwandelt , dass","programmiert","werden muss “ ."
"618","wikipedia","2024-05-17","Wissenschaft","Lorenz-Schlüsselmaschine. In: Wikipedia: Die freie Enzyklopädie. 17.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245048110","Sämtliche Walzen können beliebig mithilfe der Nocken „","programmiert","“ werden ."
"619","wikipedia","2024-05-17","Wissenschaft","Parallax Propeller. In: Wikipedia: Die freie Enzyklopädie. 17.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245050697","Mittlerweile kann der Propeller auch in anderen Sprachen wie BASIC , C oder Forth","programmiert","werden ; verschiedene Compiler existieren als freie Software und als kommerzielle Produkte ."
"620","wikipedia","2024-05-17","Wissenschaft","StarTexter. In: Wikipedia: Die freie Enzyklopädie. 17.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245064716","StarTexter ist eine Textverarbeitungssoftware , die in den 1980er-Jahren für verschiedene 8-Bit-Rechnern erhältlich war und in 6502-Assembler","programmiert","war ."
"621","wikipedia","2024-05-17","Wissenschaft","Wasser-Führanlage für Pferde. In: Wikipedia: Die freie Enzyklopädie. 17.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245057036","Die Steuerung erlaubt einen Richtungswechsel , der","programmiert","oder manuell gesteuert werden kann ."
"622","wikipedia","2024-05-17","Wissenschaft","Drohnen der Bundeswehr. In: Wikipedia: Die freie Enzyklopädie. 17.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245064763","Der Kurs der Drohne ist fest","programmiert","."
"623","wikipedia","2024-05-17","Wissenschaft","Korsakow (Software). In: Wikipedia: Die freie Enzyklopädie. 17.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245044436","Für Version 5 wurde Korsakow neu","programmiert","."
"624","wikipedia","2024-05-17","Wissenschaft","CudaText. In: Wikipedia: Die freie Enzyklopädie. 17.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245069101","Das Hauptprogramm ( ohne Erweiterungen ) wurde in Object Pascal unter Lazarus","programmiert",", weswegen es sehr ressourcenschonend ist und nativ für FreeBSD , Linux , macOS und Windows verfügbar ist ."
"625","wikipedia","2024-05-16","Wissenschaft","Computerprogramm. In: Wikipedia: Die freie Enzyklopädie. 16.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245042155","In den Anfängen der Programmierung wurde – bis zur Entwicklung von Programmiersprachen – ausschließlich in Maschinencode","programmiert","."
"626","wikipedia","2024-05-16","Wissenschaft","Computerprogramm. In: Wikipedia: Die freie Enzyklopädie. 16.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245042155","Diese hätte per Lochkarten","programmiert","werden können , unterschiedliche Rechnungen durchzuführen , sodass die Auswertung polynomialer Funktionen ( die alleinige Funktion der Differenzmaschine ) nur ein Programm unter vielen gewesen wäre ."
"627","wikipedia","2024-05-16","Wissenschaft","Hominisation. In: Wikipedia: Die freie Enzyklopädie. 16.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245026316","„ Menschen ist die Fähigkeit zu bestimmten grundlegenden sexuellen Reaktionen angeboren , sie sind aber nicht spezifisch auf Paarung ‚","programmiert","‘ ."
"628","wikipedia","2024-05-16","Wissenschaft","Chinesisches Zimmer. In: Wikipedia: Die freie Enzyklopädie. 16.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245023956","„ Kombiniert man die verschiedenen Ansätze , erhält man einen Roboter mit einem eingebauten Computer im Kopf , der so","programmiert","ist , dass er alle menschlichen Synapsen im Gehirn simulieren kann ."
"629","wikipedia","2024-05-16","Wissenschaft","Die Siedler. In: Wikipedia: Die freie Enzyklopädie. 16.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245036648","Beim dritten Teil war auch wieder Volker Wertich , der „ Vater “ der Siedler , am Spiel beteiligt , der den Großteil des Spieles","programmiert","hat ."
"630","wikipedia","2024-05-16","Wissenschaft","Die Siedler. In: Wikipedia: Die freie Enzyklopädie. 16.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245036648","Es handelt sich um ein Remake für die mobile Spielekonsole , welches vollständig neu","programmiert","wurde ."
"631","wikipedia","2024-05-16","Wissenschaft","Microchip AVR. In: Wikipedia: Die freie Enzyklopädie. 16.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245037209","Fast alle Typen können per SPI über einen ISP ( AVR ISP , In-System Programmer )","programmiert","werden , der über simple Programmieradapter Anschluss an die serielle , parallele oder USB-Schnittstelle eines PCs findet ."
"632","wikipedia","2024-05-16","Wissenschaft","Signum (Textverarbeitungsprogramm). In: Wikipedia: Die freie Enzyklopädie. 16.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245026558","( lateinisch für Zeichen ! ) ,","programmiert","von Franz Schmerbeck , war 1986 eine der ersten voll grafikbasierten Textverarbeitungen ."
"633","wikipedia","2024-05-16","Wissenschaft","Fußball Manager. In: Wikipedia: Die freie Enzyklopädie. 16.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245043210","Das 3D-Spiel wurde komplett überarbeitet und die KI neu","programmiert",", was sich besser im Bezug zu beispielsweise Auswechslungen und Taktik der gegnerischen KI-Manager auswirkt ."
"634","wikipedia","2024-05-16","Wissenschaft","Fußball Manager. In: Wikipedia: Die freie Enzyklopädie. 16.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245043210","Insbesondere in den letzten Teilen der Reihe entstand manchmal der Eindruck , dass neue Spielfunktionen keine signifikanten Auswirkungen auf das Spielgeschehen haben , also nur unzureichend","programmiert","wurden ."
"635","wikipedia","2024-05-16","Wissenschaft","Creeper und Reaper. In: Wikipedia: Die freie Enzyklopädie. 16.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245023201","Um eine unkontrollierbare Logikbombe zu verhindern , wurde Creeper so","programmiert",", dass er sich bei jeder Neuinfektion eines Rechners vom vorherigen Host löschte ."
"636","wikipedia","2024-05-16","Wissenschaft","Creeper und Reaper. In: Wikipedia: Die freie Enzyklopädie. 16.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245023201","Der Wurm war aber darauf","programmiert",", Creeper zu finden und zu löschen ."
"637","wikipedia","2024-05-16","Wissenschaft","Patient Protection and Affordable Care Act. In: Wikipedia: Die freie Enzyklopädie. 16.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245023670","Er griff dabei im Wesentlichen auf Techniker zurück , die bereits im Präsidentschaftswahlkampf 2012 für Obama","programmiert","hatten ."
"638","wikipedia","2024-05-16","Wissenschaft","Cathy O’Brien (Autorin). In: Wikipedia: Die freie Enzyklopädie. 16.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245035208","In ihren Erinnerungen , die ihr angeblich unter Hypnose zugänglich wurden , behauptet sie , dass sie mit Hilfe von Elektroschocks , Folter , Drogen , satanistischem rituellem Missbrauch und Hypnose","programmiert","worden sei und dass diese Methoden eine dissoziative Identitätsstörung absichtlich herbeiführen sollten ."
"639","wikipedia","2024-05-16","Wissenschaft","Jonny Moseley. In: Wikipedia: Die freie Enzyklopädie. 16.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245027605","Dieses erste Trick-basierte Ski-Videospiel wurde in Anlehnung an Originalaufnahmen des Sportlers","programmiert","."
"640","wikipedia","2024-05-15","Wissenschaft","Humanismus. In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245013804","Er ist es , der die Maschinen nicht nur konzipiert , sondern stets aufs Neue","programmiert",". “"
"641","wikipedia","2024-05-15","Wissenschaft","Salzburger Festspiele. In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245014560","Der Intendant trägt die künstlerische Gesamtverantwortung ,","programmiert","und besetzt selbst das Opernprogramm und hat das Vorschlagsrecht für die Leiter von Schauspiel und Konzert ."
"642","wikipedia","2024-05-15","Wissenschaft","Lkw-Maut in Deutschland. In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244986573","Damit soll verhindert werden , dass eine OBU aus einem Lkw mit geringerer Schadstoffemission , die auf geringere Mautzahlung","programmiert","ist , ausgebaut und in einem Lkw ohne Abgasreinigung weiterverwendet wird ."
"643","wikipedia","2024-05-15","Wissenschaft","Römische Religion. In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244985191","Alles sei vorherbestimmt , religiöse Kulthandlungen der Menschen und die göttliche Gegenleistung der Heilserbringung liefen automatisiert oder","programmiert","ab , insbesondere der Mensch sei daher nicht frei in seinem Handeln , das damit weder falsch noch richtig sein könne ."
"644","wikipedia","2024-05-15","Wissenschaft","DNA-Methylierung. In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244985523","Obwohl mütterliche und väterliche Genome bei jedem Durchgang durch die Keimbahn neu","programmiert","werden , sind sie unterschiedlich ."
"645","wikipedia","2024-05-15","Wissenschaft","Mars Science Laboratory. In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244984926","Auch ist die Steuerungssoftware so","programmiert",", dass sie Neigungen von über 30 ° vermeidet ."
"646","wikipedia","2024-05-15","Wissenschaft","Mars Science Laboratory. In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244984926","Danach wurde Opportunity für neun Tage","programmiert","und dann „ geparkt “ , damit das Funknetzwerk und die Orbiter von Kommunikation mit Opportunity für die zeitkritische Kommunikation mit Curiosity während seiner Landung möglichst frei gehalten werden konnte ."
"647","wikipedia","2024-05-15","Wissenschaft","Catwoman. In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245008300","Das Zusammentreffen von Selina mit Batman war","vorprogrammiert",", doch obwohl auch zwischen den beiden Maskenträgern eine enorme Anziehungskraft herrschte , stand bisher immer das Gesetz zwischen ihnen ."
"648","wikipedia","2024-05-15","Wissenschaft","Desktop-Computer. In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244979533","Im Unterschied zu diesen beiden Geräten verfügt der 1972 veröffentlichte HP-9830 über einen im ROM integriertem BASIC-Interpreter , sodass er nicht mehr in einem reinen Maschinencode","programmiert","werden muss ; dank einer vollständigen alphanumerischen Tastatur und seinem alphanumerischen Display schlägt er eine Brücke zwischen einem üblichen Tischrechner und einem All-in-one-Desktop-Computer ."
"649","wikipedia","2024-05-15","Wissenschaft","Mutabor (Synthesizer). In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244985713","Der Synthesizer wurde zunächst so","programmiert",", dass er sich abhängig von den gespielten Akkorden und den zuvor gespielten Akkorden beständig und während des Spiels umprogrammiert , um so eine möglichst reine Stimmung zu erreichen ."
"650","wikipedia","2024-05-15","Wissenschaft","Lehrstellwerk Kornwestheim. In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244978562","Um auf die Disketten zu verzichten , wurde es aufwändig umgebaut , sodass heute die Abläufe frei","programmiert","und somit beliebig gefahren werden können ."
"651","wikipedia","2024-05-15","Wissenschaft","BHP (Computervirus). In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245014855","Einigen Quellen nach sollen relevante Teile des Viruscodes in Commodore BASIC 2.0","programmiert","worden sein , das ist aber nicht zutreffend ."
"652","wikipedia","2024-05-15","Wissenschaft","A Couple of Cuckoos. In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245010781","Daher lernt Nagi eifrig , doch als nun Erika und seine Schwester Sachi in ein von Erikas Vater gerkauftes Haus leben , sind Schwierigkeiten","vorprogrammiert","."
"653","wikipedia","2024-05-15","Wissenschaft","The Legacy: Realm of Terror. In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245008533","Realm of Terror ist ein Horror-Rollenspiel , welches von Magnetic Scrolls","programmiert","und 1993 von MicroProse veröffentlicht wurde ."
"654","wikipedia","2024-05-15","Wissenschaft","The Legacy: Realm of Terror. In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245008533","Es war das letzte Spiel , welches von Magnetic Scrolls","programmiert","und unter diesem Label veröffentlicht wurde ."
"655","wikipedia","2024-05-15","Wissenschaft","October Rust. In: Wikipedia: Die freie Enzyklopädie. 15.05.2024.","https://de.wikipedia.org/w/index.php?oldid=245015611","Allerdings wurde das Schlagzeug auf dem Album","programmiert","."
"656","wikipedia","2024-05-14","Wissenschaft","Stapelspeicher. In: Wikipedia: Die freie Enzyklopädie. 14.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244973947","Kartenspiele und Gesellschaftsspiele , bei denen während des Spiels Karten auf einen Stapel gelegt oder von einem Stapel gezogen wird , zum Beispiel Texas Hold’em , Omaha Hold’em , Canasta und Die Siedler von Catan , können sinnvoll mithilfe von Stacks","programmiert","werden ."
"657","wikipedia","2024-05-14","Wissenschaft","Geschichte der Wikipedia. In: Wikipedia: Die freie Enzyklopädie. 14.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244953851","Januar : Umstellung der Wikipedia-Software von der UseModWiki-Version auf ein PHP-basiertes , neues System , das von Magnus Manske","programmiert","wurde und als Wikipedia software Phase II bezeichnet wird ."
"658","wikipedia","2024-05-14","Wissenschaft","Geschichte der Wikipedia. In: Wikipedia: Die freie Enzyklopädie. 14.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244953851","Zweite Umstellung der Wikipedia-Software ; die Wikipedia software Phase III basiert weiterhin auf einem LAMP-System , ist jedoch effizienter","programmiert","."
"659","wikipedia","2024-05-14","Wissenschaft","Schadprogramm. In: Wikipedia: Die freie Enzyklopädie. 14.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244950520","Auch Viren können auf einem infizierten Computer logische Bomben platzieren , die in der Regel so","programmiert","sind , dass sie zu einem festgelegten Zeitpunkt gleichzeitig hochgehen ."
"660","wikipedia","2024-05-14","Wissenschaft","Lego Spybotics. In: Wikipedia: Die freie Enzyklopädie. 14.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244969557","Der programmierbare Legostein der Spybotics kann genauso wie der RCX-Stein in diversen Programmiersprachen","programmiert","werden ."
"661","wikipedia","2024-05-14","Wissenschaft","Hogan Knows Best. In: Wikipedia: Die freie Enzyklopädie. 14.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244968031","Probleme","vorprogrammiert","."
"662","wikipedia","2024-05-14","Wissenschaft","Magnussoft. In: Wikipedia: Die freie Enzyklopädie. 14.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244945990","Bekannt wurde magnussoft in erster Linie durch den Aufkauf von Lizenzen für Software , die ursprünglich für 8-Bit-Heimcomputer der 1980er-Jahre","programmiert","wurde : den Commodore 64 , Commodore Amiga , Atari XL/XE und den Atari ST ."
"663","wikipedia","2024-05-14","Wissenschaft","Kalorienrestriktion. In: Wikipedia: Die freie Enzyklopädie. 14.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244944547","Einer anderen Theorie zufolge wird durch die langfristige reduzierte Nahrungsaufnahme der Stoffwechsel neu „","programmiert","“ ."
"664","wikipedia","2024-05-14","Wissenschaft","Strukturmechanik. In: Wikipedia: Die freie Enzyklopädie. 14.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244954471","Letzteres gilt , sofern die Software für die Modellierung eigens","programmiert","und implementiert wird ."
"665","wikipedia","2024-05-14","Wissenschaft","St. Galler Festspiele. In: Wikipedia: Die freie Enzyklopädie. 14.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244944262","Als erstes ist dort die Semi-Oper The Fairy-Queen von Henry Purcell aus dem Jahr 1692 in einer Inszenierung von Anna Bernreitner","programmiert","."
"666","wikipedia","2024-05-14","Wissenschaft","Phoca Gallery. In: Wikipedia: Die freie Enzyklopädie. 14.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244958516","Phoca Gallery ist in PHP","programmiert","und läuft auf Webservern mit aktivierter PHP-Unterstützung und installiertem Joomla ."
"667","wikipedia","2024-05-14","Wissenschaft","E-Rechnung an den Bund. In: Wikipedia: Die freie Enzyklopädie. 14.05.2024.","https://de.wikipedia.org/w/index.php?oldid=244946665","Voraussetzung hierfür ist eine Schnittstelle , die entweder vom ERP Hersteller bereits schlüsselfertig mittels eines Softwareupdates mitgeliefert wird oder","programmiert","werden muss ."
